,asin,date,Unnamed: 0,sales_rank,rating,ad_cost_eur,item_promotion_discount,forecasted_sales_rank,MAPE
169,682c9fdeb2107a804a655b749df32937,2021-02-01,64540.5,3526323,,0.0,0.0,2286887.7499999995,35.148091935991125
171,689c0648a9b187ebf740e3b9b9cc08b8,2021-12-01,65228.5,29842,3.9113372093023253,0.8893833333333334,0.036111111111111115,68694.34782608695,130.1935119163828
172,69ed5658520b0e8fa652f78259aba525,2020-06-01,65257.0,2783032,,0.0,0.0,3194983.1999999993,14.802244458561715
173,6a7fd67ea172696adcea2953e4bf08fd,2021-12-01,65429.5,151561,4.0,0.0,0.0,115795.47826086957,23.59810356168832
174,6a9eba4005689b16622c613840101f77,2021-12-01,65456.5,298496,,4.246166666666666,0.0,48122.99999999999,83.8781759219554
175,6aa195e4df33c0de237f231e52819f4d,2021-12-01,65826.0,73139,2.8999999999999995,0.0,0.0,70490.47826086957,3.6212167778209055
176,6c699622d82bb9131dbd60e82f11b46f,2021-12-01,66558.0,50499,4.251100870455709,0.5792903225806453,0.0,70163.39130434782,38.94015981375438
177,6c6e86e7949701a8ba31c53ecebbdaec,2021-12-01,67799.0,39095,3.5,0.0,0.0,15729.274886571331,59.76653053697064
178,6c86f948a58a3451b8888838a1886623,2021-12-01,68300.5,26041,3.8999999999999995,5.028857692307692,0.6692307692307692,87826.46666666666,237.2622659140074
179,6c91e734bbe3eb454456ab7fb17ce83e,2021-12-01,68406.0,43672,3.5741525423728815,42.15910847457627,1.7796610169491525,169316.5,287.7003572082799
182,6f4921633c361838bbf6b1e7352af832,2021-12-01,69036.0,15021,4.3,7.4969672727272725,0.3072727272727273,13732.387510973547,8.578739691275233
183,6f9d440dc8e9d74e1f49fd89a6eab084,2020-08-01,69419.0,27975,2.8415999999999997,1.210048,0.18,25639.41972125806,8.348812435181204
184,709316a1e4b812ed8ebada16527c704e,2021-12-01,69831.5,97510,3.8999999999999995,3.5404999999999998,0.07142857142857142,148514.5833333334,52.30702833897385
185,70d2fb1b0c0d24f5179d79a1aa67b4ef,2021-12-01,69951.5,158933,2.6,0.0,0.0,117228.24999999997,26.24045981640064
186,73b53548883dd2641ae5e949a561b28e,2021-12-01,70078.5,29057,5.0,8.918082758620688,0.5606896551724139,27956.00404721902,3.7890902460026172
187,7568150878c146eaa4a342de6620381f,2021-02-01,70177.5,3024385,,0.0,0.0,1748660.222222222,42.18129562796331
188,75c5ebc3a4f0a49fb38e7434d5be8e08,2020-06-01,70206.0,2784761,,0.0,0.0,1216157.4,56.32812295202353
189,7621d1c421b524af4942237bf360e61a,2020-06-01,70259.0,2426511,,0.0,0.0,1852861.9999999995,23.640898392795272
190,7658f2923b2b3d4f355f3f3b54657d31,2021-02-01,70340.5,2255137,,0.0,0.0,1650283.7000000002,26.821133261526896
191,76b2de238b9115c8c777488fa1f542ad,2021-02-01,70427.5,1420533,,0.0,0.0,1344804.0909090908,5.331020757061552
192,782bd289a8fd94bc9fdcd8f5d2d50c1f,2021-12-01,71098.5,583881,3.1,0.08892727272727273,0.05454545454545454,278497.17391304346,52.30240855361906
193,787a211d6f9ed1a104cad631065efb2b,2021-12-01,71921.5,21057,4.007976040353089,4.392915384615384,0.0,38136.39130434783,81.11027831290227
194,78db179a858032b907e0adf01f6015df,2021-12-01,72138.0,65876,4.2,24.7324,0.7502702702702703,154863.75000000006,135.0837178942256
195,79ffc46a841b05f9f6d3fadb3266bc95,2021-12-01,72954.0,52612,3.6,0.16107096774193547,0.08387096774193549,52905.65217391304,0.5581467610298797
196,7a8a8ba0863e6eee5757796a666d78fd,2021-12-01,73180.5,19057,3.380119825708061,84.26741481481483,0.6111111111111112,10588.999272528927,44.43511952285813
197,7acafedb2519bc9ef19b166cb9e6b54d,2020-06-01,73251.0,1445452,,0.0,0.0,1449023.0,0.2470507495233325
198,7bbb7e78522aa5e9c8b44970be3ecda8,2021-12-01,74217.0,57925,3.6,0.007064516129032258,0.06451612903225806,38094.73913043478,34.23437353399262
199,7c6d76fe76b9c338453ab5d34f06a232,2021-12-01,75028.5,18378,3.9,14.767691428571428,0.9565714285714287,88891.6956521739,383.6853610413206
